,yhat,y_test
0,0.4942737682566347,
1,0.5329232976956749,
2,0.4942737682566347,
3,0.8115024341312691,
4,0.5329232976956749,
5,0.7627477350776402,
6,0.4942737682566347,
7,0.5329232976956749,
8,0.4942737682566347,
9,0.8115024341312691,
10,0.5329232976956749,
11,0.7627477350776402,
12,0.4942737682566347,
13,0.5329232976956749,
14,0.4942737682566347,
15,0.8115024341312691,
16,0.5329232976956749,
17,0.7627477350776402,
18,0.5000421749070297,
19,0.5430750445455096,
20,0.5000421749070297,
21,0.821506514393765,
22,0.5430750445455096,
23,0.7704317090136537,
24,0.4948585986615097,
25,0.5362673507405762,
26,0.4948585986615097,
27,0.8119778763632124,
28,0.5362673507405762,
29,0.7608991174560878,
30,0.6647999266205112,
31,0.6834293380785884,
32,0.7074562318215986,
33,0.6999598426634871,
34,0.48735599307876726,
35,0.5321731155466957,
36,0.48735599307876726,
37,0.8072784815237247,
38,0.5321731155466957,
39,0.7550669033099919,
40,0.4936755353092884,
41,0.5305726214316264,
42,0.4936755353092884,
43,0.8086186085716187,
44,0.5305726214316264,
45,0.7627356570966166,
46,0.4936755353092884,
47,0.5305726214316264,
48,0.4936755353092884,
49,0.8086186085716187,
50,0.5305726214316264,
51,0.7627356570966166,
52,0.49793012607419196,
53,0.535435449371001,
54,0.49793012607419196,
55,0.8161691365567179,
56,0.535435449371001,
57,0.7696779479072449,
58,0.49793012607419196,
59,0.535435449371001,
60,0.49793012607419196,
61,0.8161691365567179,
62,0.535435449371001,
63,0.7696779479072449,
64,0.49793012607419196,
65,0.535435449371001,
66,0.49793012607419196,
67,0.8161691365567179,
68,0.535435449371001,
69,0.7696779479072449,
70,0.49793012607419196,
71,0.535435449371001,
72,0.49793012607419196,
73,0.8161691365567179,
74,0.535435449371001,
75,0.7696779479072449,
76,0.4982653575993416,
77,0.5396168025427572,
78,0.4982653575993416,
79,0.8156056113040905,
80,0.5396168025427572,
81,0.7638381703862929,
82,0.4982653575993416,
83,0.5396168025427572,
84,0.4982653575993416,
85,0.8156056113040905,
86,0.5396168025427572,
87,0.7638381703862929,
88,0.49129781225217717,
89,0.5310577263138897,
90,0.49129781225217717,
91,0.8077114721008948,
92,0.5310577263138897,
93,0.7572631022178606,
94,0.49129781225217717,
95,0.5310577263138897,
96,0.49129781225217717,
97,0.8077114721008948,
98,0.5310577263138897,
99,0.7572631022178606,
100,0.4955141246424618,
101,0.5354759540357774,
102,0.4955141246424618,
103,0.8161296998227824,
104,0.5354759540357774,
105,0.7671820050768028,
106,0.4955141246424618,
107,0.5354759540357774,
108,0.4955141246424618,
109,0.8161296998227824,
110,0.5354759540357774,
111,0.7671820050768028,
112,0.49793012607419196,
113,0.535435449371001,
114,0.49793012607419196,
115,0.8163616550049455,
116,0.535435449371001,
117,0.7698704663554724,
118,0.49793012607419196,
119,0.535435449371001,
120,0.49793012607419196,
121,0.8163616550049455,
122,0.535435449371001,
123,0.7698704663554724,
124,0.48971721433721244,
125,0.530781983975038,
126,0.48971721433721244,
127,0.8066878771695687,
128,0.530781983975038,
129,0.7550932724774223,
130,0.48971721433721244,
131,0.530781983975038,
132,0.48971721433721244,
133,0.8066878771695687,
134,0.530781983975038,
135,0.7550932724774223,
136,0.49593012607419196,
137,0.533435449371001,
138,0.49593012607419196,
139,0.8143616550049455,
140,0.533435449371001,
141,0.7678704663554724,
142,0.49593012607419196,
143,0.533435449371001,
144,0.49593012607419196,
145,0.8143616550049455,
146,0.533435449371001,
147,0.7678704663554724,
148,0.49060316531270304,
149,0.5313542092058676,
150,0.49060316531270304,
151,0.806423195191658,
152,0.5313542092058676,
153,0.7549836954771717,
154,0.49060316531270304,
155,0.5313542092058676,
156,0.49060316531270304,
157,0.806423195191658,
158,0.5313542092058676,
159,0.7549836954771717,
160,0.4883057391043091,
161,0.5279951086506851,
162,0.4883057391043091,
163,0.8043690971700335,
164,0.5279951086506851,
165,0.7539826848520123,
166,0.4883057391043091,
167,0.5279951086506851,
168,0.4883057391043091,
169,0.8043690971700335,
170,0.5279951086506851,
171,0.7539826848520123,
172,0.48359720422037616,
173,0.5285501634451436,
174,0.48359720422037616,
175,0.8043068494766586,
176,0.5285501634451436,
177,0.7486654344305694,
178,0.48359720422037616,
179,0.5285501634451436,
180,0.48359720422037616,
181,0.8043068494766586,
182,0.5285501634451436,
183,0.7486654344305694,
184,0.4982653575993416,
185,0.5396168025427572,
186,0.4982653575993416,
187,0.8156056113040905,
188,0.5396168025427572,
189,0.7638381703862929,
190,0.4982653575993416,
191,0.5396168025427572,
192,0.4982653575993416,
193,0.8156056113040905,
194,0.5396168025427572,
195,0.7638381703862929,
196,0.48763502257961605,
197,0.5275139027347567,
198,0.48763502257961605,
199,0.8052001912083804,
200,0.5275139027347567,
201,0.7546242682815943,
202,0.48763502257961605,
203,0.5275139027347567,
204,0.48763502257961605,
205,0.8052001912083804,
206,0.5275139027347567,
207,0.7546242682815943,
208,0.48763502257961605,
209,0.5275139027347567,
210,0.48763502257961605,
211,0.8052001912083804,
212,0.5275139027347567,
213,0.7546242682815943,
214,0.48763502257961605,
215,0.5275139027347567,
216,0.48763502257961605,
217,0.8052001912083804,
218,0.5275139027347567,
219,0.7546242682815943,
220,0.48763502257961605,
221,0.5275139027347567,
222,0.48763502257961605,
223,0.8052001912083804,
224,0.5275139027347567,
225,0.7546242682815943,
226,0.48763502257961605,
227,0.5275139027347567,
228,0.48763502257961605,
229,0.8052001912083804,
230,0.5275139027347567,
231,0.7546242682815943,
232,0.49063426736778554,
233,0.5275582853206463,
234,0.49063426736778554,
235,0.8042299001896874,
236,0.5275582853206463,
237,0.7582021862167199,
238,0.49063426736778554,
239,0.5275582853206463,
240,0.49063426736778554,
241,0.8042299001896874,
242,0.5275582853206463,
243,0.7582021862167199,
244,0.48998120188114,
245,0.5301652744975549,
246,0.48998120188114,
247,0.8035235615918226,
248,0.5301652744975549,
249,0.7543536236227434,
250,0.48998120188114,
251,0.5301652744975549,
252,0.48998120188114,
253,0.8035235615918226,
254,0.5301652744975549,
255,0.7543536236227434,
256,0.4905398360725474,
257,0.5294116087346872,
258,0.4905398360725474,
259,0.8092348741241218,
260,0.5294116087346872,
261,0.7613772361093178,
262,0.4905398360725474,
263,0.5294116087346872,
264,0.4905398360725474,
265,0.8092348741241218,
266,0.5294116087346872,
267,0.7613772361093178,
268,0.4958754712240667,
269,0.5338373006173822,
270,0.4958754712240667,
271,0.8120758062056022,
272,0.5338373006173822,
273,0.7651281114596225,
274,0.4958754712240667,
275,0.5338373006173822,
276,0.4958754712240667,
277,0.8120758062056022,
278,0.5338373006173822,
279,0.7651281114596225,
280,0.491366437943714,
281,0.5301587477345999,
282,0.491366437943714,
283,0.8088532836211632,
284,0.5301587477345999,
285,0.7610751084776131,
286,0.491366437943714,
287,0.5301587477345999,
288,0.491366437943714,
289,0.8088532836211632,
290,0.5301587477345999,
291,0.7610751084776131,
292,0.4893235923982636,
293,0.535241711075712,
294,0.4893235923982636,
295,0.8127925166182072,
296,0.535241711075712,
297,0.7583445628864378,
298,0.4893235923982636,
299,0.535241711075712,
300,0.4893235923982636,
301,0.8127925166182072,
302,0.535241711075712,
303,0.7583445628864378,
304,0.4946928776764969,
305,0.5334851874673829,
306,0.4946928776764969,
307,0.812138933254388,
308,0.5334851874673829,
309,0.7643607581108379,
310,0.4946928776764969,
311,0.5334851874673829,
312,0.4946928776764969,
313,0.812138933254388,
314,0.5334851874673829,
315,0.7643607581108379,
316,0.4843346814644736,
317,0.5227320789480709,
318,0.4843346814644736,
319,0.8005145542379475,
320,0.5227320789480709,
321,0.753131291401686,
322,0.4843346814644736,
323,0.5227320789480709,
324,0.4843346814644736,
325,0.8005145542379475,
326,0.5227320789480709,
327,0.753131291401686,
328,0.4935429370980774,
329,0.5324490859689022,
330,0.4935429370980774,
331,0.8048482409910038,
332,0.5324490859689022,
333,0.7569562267675146,
334,0.4935429370980774,
335,0.5324490859689022,
336,0.4935429370980774,
337,0.8048482409910038,
338,0.5324490859689022,
339,0.7569562267675146,
340,0.49695380109942827,
341,0.5406567809592115,
342,0.49695380109942827,
343,0.8193105267462167,
344,0.5406567809592115,
345,0.7654700310133754,
346,0.49695380109942827,
347,0.5406567809592115,
348,0.49695380109942827,
349,0.8193105267462167,
350,0.5406567809592115,
351,0.7654700310133754,
352,0.4928825720533919,
353,0.5326424861151045,
354,0.4928825720533919,
355,0.8108809917033243,
356,0.5326424861151045,
357,0.7621352122889475,
358,0.4928825720533919,
359,0.5326424861151045,
360,0.4928825720533919,
361,0.8108809917033243,
362,0.5326424861151045,
363,0.7621352122889475,
364,0.4919510029243397,
365,0.5312127275490922,
366,0.4919510029243397,
367,0.8051714758696552,
368,0.5312127275490922,
369,0.753444378220639,
370,0.4919510029243397,
371,0.5312127275490922,
372,0.4919510029243397,
373,0.8051714758696552,
374,0.5312127275490922,
375,0.753444378220639,
376,0.4878705056304408,
377,0.5300929460430446,
378,0.4878705056304408,
379,0.8077792345166682,
380,0.5300929460430446,
381,0.7548597513324192,
382,0.4878705056304408,
383,0.5300929460430446,
384,0.4878705056304408,
385,0.8077792345166682,
386,0.5300929460430446,
387,0.7548597513324192,
388,0.5036090291075959,
389,0.5415622223530833,
390,0.5036090291075959,
391,0.8228826124778084,
392,0.5415622223530833,
393,0.7761396308982152,
394,0.5036090291075959,
395,0.5415622223530833,
396,0.5036090291075959,
397,0.8228826124778084,
398,0.5415622223530833,
399,0.7761396308982152,
400,0.4962242112183074,
401,0.5368146056775904,
402,0.4962242112183074,
403,0.8174683514645955,
404,0.5368146056775904,
405,0.7678920916526485,
406,0.4962242112183074,
407,0.5368146056775904,
408,0.4962242112183074,
409,0.8174683514645955,
410,0.5368146056775904,
411,0.7678920916526485,
412,0.49002960219560465,
413,0.5316777058442593,
414,0.49002960219560465,
415,0.8056364541648223,
416,0.5316777058442593,
417,0.751522977491904,
418,0.49002960219560465,
419,0.5316777058442593,
420,0.49002960219560465,
421,0.8056364541648223,
422,0.5316777058442593,
423,0.751522977491904,
424,0.4975148858754067,
425,0.535435449371001,
426,0.4975148858754067,
427,0.8143616550049455,
428,0.535435449371001,
429,0.7674552261566873,
430,0.4975148858754067,
431,0.535435449371001,
432,0.4975148858754067,
433,0.8143616550049455,
434,0.535435449371001,
435,0.7674552261566873,
436,0.4893942652367871,
437,0.5294988749819484,
438,0.4893942652367871,
439,0.8071851634555719,
440,0.5294988749819484,
441,0.7563835109387655,
442,0.4893942652367871,
443,0.5294988749819484,
444,0.4893942652367871,
445,0.8071851634555719,
446,0.5294988749819484,
447,0.7563835109387655,
448,0.4853065629450072,
449,0.5254906355614222,
450,0.4853065629450072,
451,0.8024168411953668,
452,0.5254906355614222,
453,0.7515443127576302,
454,0.4853065629450072,
455,0.5254906355614222,
456,0.4853065629450072,
457,0.8024168411953668,
458,0.5254906355614222,
459,0.7515443127576302,
460,0.4951976966900538,
461,0.5368208506543053,
462,0.4951976966900538,
463,0.8164661792551994,
464,0.5368208506543053,
465,0.7663131902366268,
466,0.4951976966900538,
467,0.5368208506543053,
468,0.4951976966900538,
469,0.8164661792551994,
470,0.5368208506543053,
471,0.7663131902366268,
472,0.4909183722357048,
473,0.5354430269110264,
474,0.4909183722357048,
475,0.8150883555119205,
476,0.5354430269110264,
477,0.7620338657822778,
478,0.4909183722357048,
479,0.5354430269110264,
480,0.4909183722357048,
481,0.8150883555119205,
482,0.5354430269110264,
483,0.7620338657822778,
484,0.48669402393587763,
485,0.5290365719062952,
486,0.48669402393587763,
487,0.8068598372957301,
488,0.5290365719062952,
489,0.7537630937200296,
490,0.48669402393587763,
491,0.5290365719062952,
492,0.48669402393587763,
493,0.8068598372957301,
494,0.5290365719062952,
495,0.7537630937200296,
496,0.4937074043236344,
497,0.5334851874673829,
498,0.4937074043236344,
499,0.8139961529025422,
500,0.5334851874673829,
501,0.765114673738687,
502,0.4937074043236344,
503,0.5334851874673829,
504,0.4937074043236344,
505,0.8139961529025422,
506,0.5334851874673829,
507,0.765114673738687,
508,0.4975148858754067,
509,0.535435449371001,
510,0.4975148858754067,
511,0.8163616550049455,
512,0.535435449371001,
513,0.7694552261566874,
514,0.4975148858754067,
515,0.535435449371001,
516,0.4975148858754067,
517,0.8163616550049455,
518,0.535435449371001,
519,0.7694552261566874,
520,0.49010195360664505,
521,0.5335960988048826,
522,0.49010195360664505,
523,0.8145223044388272,
524,0.5335960988048826,
525,0.7613227248278546,
526,0.49010195360664505,
527,0.5335960988048826,
528,0.49010195360664505,
529,0.8145223044388272,
530,0.5335960988048826,
531,0.7613227248278546,
532,0.4919647001586476,
533,0.5377229838227172,
534,0.4919647001586476,
535,0.8145790087171204,
536,0.5377229838227172,
537,0.76029088999873,
538,0.4919647001586476,
539,0.5377229838227172,
540,0.4919647001586476,
541,0.8145790087171204,
542,0.5377229838227172,
543,0.76029088999873,
544,0.4832582380375337,
545,0.5244416356896667,
546,0.4832582380375337,
547,0.8006656844732254,
548,0.5244416356896667,
549,0.7501096412946858,
550,0.4832582380375337,
551,0.5244416356896667,
552,0.4832582380375337,
553,0.8006656844732254,
554,0.5244416356896667,
555,0.7501096412946858,
556,0.489930263845454,
557,0.5300348735906152,
558,0.489930263845454,
559,0.8070334620185141,
560,0.5300348735906152,
561,0.7562318095017077,
562,0.489930263845454,
563,0.5300348735906152,
564,0.489930263845454,
565,0.8070334620185141,
566,0.5300348735906152,
567,0.7562318095017077,
568,0.491077023292612,
569,0.5296674177518951,
570,0.491077023292612,
571,0.8081375930874963,
572,0.5296674177518951,
573,0.7605613332755493,
574,0.491077023292612,
575,0.5296674177518951,
576,0.491077023292612,
577,0.8081375930874963,
578,0.5296674177518951,
579,0.7605613332755493,
580,0.4862044421429795,
581,0.5276918963577525,
582,0.4862044421429795,
583,0.8036506446783154,
584,0.5276918963577525,
585,0.7514661476918973,
586,0.4862044421429795,
587,0.5276918963577525,
588,0.4862044421429795,
589,0.8036506446783154,
590,0.5276918963577525,
591,0.7514661476918973,
592,0.49338473058214977,
593,0.5313465599754652,
594,0.49338473058214977,
595,0.8100003057624705,
596,0.5313465599754652,
597,0.7630526110164907,
598,0.49338473058214977,
599,0.5313465599754652,
600,0.49338473058214977,
601,0.8100003057624705,
602,0.5313465599754652,
603,0.7630526110164907,
604,0.788,
605,0.0,
606,0.0,
607,0.0,
608,0.0,
609,0.788,
610,0.0,
611,0.0,
612,0.0,
613,0.0,
614,0.788,
615,0.0,
616,0.0,
617,0.0,
618,0.0,
619,0.7868721100710868,
620,0.0,
621,0.0,
622,0.0,
623,0.0,
